ST_ABBR,FIPS,LOCATION,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31183,"Wheeler County, Nebraska",0.6404,0,0.5964,0.0283,0.5964,1.8615,0.2906,0.9857,0.0083,0.6712,0.0487,0,1.7139,0.0904,0.0067,0.0067,0.0067,0,0.7247,0,0.0118,0,0.7365,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31185,"York County, Nebraska",0.1069,0.1509,0.2018,0.0799,0.2381,0.7776,0.0519,0.6203,0.6489,0.2712,0.2285,0.515,2.2839,0.3714,0.3141,0.3141,0.3141,0.8065,0.1187,0.2377,0.1362,0.8822,2.1813,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32001,"Churchill County, Nevada",0.4102,0.6871,0.6833,0.1684,0.6563,2.6053,0.5318,0.5407,0.5837,0.485,0.5124,0.8148,2.9366,0.7957,0.6521,0.6521,0.6521,0.5939,0.7126,0.4363,0.1028,0.5974,2.443,0.4583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32003,"Clark County, Nevada",0.4551,0.8167,0.9761,0.6509,0.7269,3.6257,0.8568,0.1556,0.6489,0.1868,0.7922,0.951,2.7345,0.6817,0.9169,0.9169,0.9169,0.9539,0.1187,0.8969,0.7989,0.1569,2.9253,0.7263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32005,"Douglas County, Nevada",0.0649,0.3323,0.7693,0.0837,0.3822,1.6324,0.2225,0.9586,0.0512,0.3959,0.3049,0.5863,2.2969,0.3791,0.5541,0.5541,0.5541,0.585,0.2798,0.6483,0.0366,0.0439,1.5936,0.1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32007,"Elko County, Nevada",0.2724,0.3765,0.1639,0.6229,0.5767,2.0124,0.3329,0.0369,0.9278,0.1194,0.7813,0.8148,2.6802,0.6467,0.7342,0.7342,0.7342,0.605,0.7928,0.7021,0.3934,0.4462,2.9395,0.7311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32009,"Esmeralda County, Nevada",0.8857,0.1509,0.8682,0.8921,0.69,3.4869,0.8173,0.9013,0.0086,0.8724,0.0118,0.8533,2.6474,0.627,0.6617,0.6617,0.6617,0.9564,0.9946,0.1111,0.9917,0.0592,3.113,0.8199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32011,"Eureka County, Nevada",0.6171,0,0.0665,0.0516,0.6254,1.3606,0.1585,0.4535,0.9494,0.4268,0.3049,0,2.1346,0.2849,0.2966,0.2966,0.2966,0.0866,0.9962,0.9118,0.5223,0.028,2.5449,0.5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32013,"Humboldt County, Nevada",0.429,0.2721,0.3313,0.7524,0.7339,2.5187,0.5013,0.2113,0.916,0.2298,0.2002,0.9045,2.4618,0.4997,0.7377,0.7377,0.7377,0.3797,0.9892,0.9243,0.2753,0.2686,2.8371,0.6798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32015,"Lander County, Nevada",0.6792,0.9367,0.3148,0.6661,0.4494,3.0462,0.6801,0.0904,0.9319,0.3835,0.9911,0.9281,3.325,0.9456,0.6862,0.6862,0.6862,0,1,0.168,0.6948,0.1569,2.0197,0.2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32017,"Lincoln County, Nevada",0.0789,0.5385,0.7263,0.6194,0.6948,2.6579,0.5481,0.7826,0.1604,0.824,0.6862,0.2416,2.6948,0.6553,0.5035,0.5035,0.5035,0.2909,0.7362,0.3183,0.7075,0.957,3.0099,0.7696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32019,"Lyon County, Nevada",0.3011,0.8861,0.7648,0.6194,0.5296,3.101,0.6976,0.712,0.3673,0.5945,0.4516,0.746,2.8714,0.761,0.6327,0.6327,0.6327,0.3469,0.7514,0.5958,0.0939,0.0363,1.8243,0.1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32021,"Mineral County, Nevada",0.9392,0.9825,0.6429,0.4558,0.5964,3.6168,0.8552,0.971,0.0312,0.3959,0.8826,0,2.2807,0.3692,0.7763,0.7763,0.7763,0.4106,0.6916,0.5656,0.4102,0.3517,2.4297,0.4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32023,"Nye County, Nevada",0.6088,0.9169,0.7985,0.6601,0.6454,3.6297,0.8581,0.971,0.0649,0.9453,0.1871,0.8425,3.0108,0.8332,0.6232,0.6232,0.6232,0.4545,0.9666,0.7718,0.2397,0.1913,2.6239,0.5665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32027,"Pershing County, Nevada",0.1922,0.9208,0.2877,0.8141,0.7467,2.9615,0.6525,0.24,0.0567,0.2241,0.8211,0.8533,2.1952,0.3186,0.7447,0.7447,0.7447,0.585,0.9933,0.4742,0.2397,0.9936,3.2858,0.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32029,"Storey County, Nevada",0.0738,0.2543,0.7785,0.0837,0.4586,1.6489,0.2279,0.9838,0.0547,0.8771,0.0659,0.2416,2.2231,0.33,0.5261,0.5261,0.5261,0,0.8262,0.0201,0.0118,0.0799,0.938,0.0156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32031,"Washoe County, Nevada",0.2934,0.5586,0.9083,0.493,0.6041,2.8574,0.6136,0.2623,0.4243,0.1792,0.5726,0.8701,2.3085,0.3873,0.7689,0.7689,0.7689,0.9443,0.2632,0.8842,0.641,0.2686,3.0013,0.7651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32033,"White Pine County, Nevada",0.3316,0.1018,0.2651,0.5347,0.3581,1.5913,0.2113,0.4319,0.168,0.4523,0.1871,0.515,1.7543,0.1034,0.6617,0.6617,0.6617,0.0707,0.7696,0.831,0.0366,0.9749,2.6828,0.5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,32510,"Carson City, Nevada",0.3762,0.4386,0.9083,0.5496,0.6254,2.8981,0.6276,0.6346,0.2817,0.5847,0.6537,0.8606,3.0153,0.8358,0.7247,0.7247,0.7247,0.9144,0.4952,0.8635,0.4764,0.7651,3.5146,0.9475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33001,"Belknap County, New Hampshire",0.0843,0.2721,0.8829,0.184,0.3269,1.7502,0.2575,0.7651,0.1229,0.5493,0.5124,0.0859,2.0356,0.2241,0.1127,0.1127,0.1127,0.633,0.4297,0.4023,0.2132,0.3157,1.9939,0.2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33003,"Carroll County, New Hampshire",0.1165,0.6143,0.8857,0.0659,0.4494,2.1318,0.3705,0.9577,0.0296,0.5678,0.2476,0,1.8027,0.1178,0.0643,0.0643,0.0643,0.5939,0.3342,0.1996,0.2132,0.1569,1.4978,0.0939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33005,"Cheshire County, New Hampshire",0.1684,0.2861,0.8787,0.1375,0.2944,1.7651,0.2619,0.5999,0.0987,0.3211,0.2826,0.2416,1.5439,0.05,0.1569,0.1569,0.1569,0.8186,0.3062,0.3183,0.4764,0.8431,2.7626,0.6426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33007,"Coos County, New Hampshire",0.4491,0.5172,0.7473,0.5496,0.4653,2.7285,0.5681,0.852,0.0452,0.8568,0.0913,0.3116,2.1569,0.2969,0.1327,0.1327,0.1327,0.4911,0.5172,0.3183,0.7836,0.8622,2.9724,0.7518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33009,"Grafton County, New Hampshire",0.1922,0.1397,0.8612,0.2002,0.3752,1.7685,0.2626,0.6598,0.0401,0.3211,0.2285,0.4736,1.7231,0.0936,0.3253,0.3253,0.3253,0.7775,0.3546,0.1996,0.7164,0.8873,2.9354,0.7298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33011,"Hillsborough County, New Hampshire",0.0481,0.3065,0.8558,0.2174,0.2944,1.7222,0.2486,0.2113,0.2903,0.1668,0.3485,0.7861,1.803,0.1181,0.4854,0.4854,0.4854,0.9484,0.0885,0.4363,0.5054,0.478,2.4566,0.4688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33013,"Merrimack County, New Hampshire",0.043,0.2196,0.7581,0.1614,0.2489,1.431,0.1763,0.4456,0.168,0.359,0.2285,0.4736,1.6747,0.0812,0.2508,0.2508,0.2508,0.8701,0.3062,0.4023,0.4924,0.7877,2.8587,0.6913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33015,"Rockingham County, New Hampshire",0.0073,0.2005,0.5808,0.0369,0.1302,0.9557,0.0767,0.3851,0.1973,0.1038,0.3049,0.3116,1.3027,0.0213,0.2454,0.2454,0.2454,0.8701,0.2451,0.2377,0.1139,0.0977,1.5645,0.1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33017,"Strafford County, New Hampshire",0.1213,0.3323,0.8587,0.1458,0.2489,1.707,0.2447,0.1722,0.1229,0.2358,0.325,0.3708,1.2267,0.0175,0.3218,0.3218,0.3218,0.8775,0.4714,0.5032,0.5652,0.874,3.2913,0.8886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,33019,"Sullivan County, New Hampshire",0.2766,0.1018,0.9223,0.3199,0.3752,1.9958,0.3285,0.7263,0.1404,0.2712,0.1015,0.1604,1.3998,0.0321,0.126,0.126,0.126,0.6416,0.4481,0.0691,0.3246,0.3873,1.8707,0.1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34001,"Atlantic County, New Jersey",0.416,0.9169,0.9933,0.5672,0.4309,3.3243,0.7705,0.4204,0.3791,0.3689,0.767,0.9402,2.8756,0.7638,0.8329,0.8329,0.8329,0.9513,0.1114,0.7718,0.9679,0.5465,3.3489,0.9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34003,"Bergen County, New Jersey",0.0286,0.4386,0.8116,0.184,0.3663,1.8291,0.2817,0.3361,0.3673,0.0172,0.2285,0.9532,1.9023,0.1614,0.8358,0.8358,0.8358,0.9659,0.0095,0.7021,0.7989,0.1913,2.6677,0.5888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34005,"Burlington County, New Jersey",0.0271,0.5971,0.7581,0.1152,0.1057,1.6032,0.2148,0.3116,0.3186,0.1588,0.5124,0.746,2.0474,0.2304,0.7199,0.7199,0.7199,0.8507,0.0436,0.36,0.3055,0.6139,2.1737,0.3186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34007,"Camden County, New Jersey",0.2833,0.7909,0.9714,0.4997,0.3138,2.8591,0.6146,0.2113,0.5974,0.3211,0.8542,0.9087,2.8927,0.774,0.832,0.832,0.832,0.9513,0.0242,0.6483,0.9411,0.3157,2.8806,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34009,"Cape May County, New Jersey",0.163,0.7909,0.9532,0.1375,0.1741,2.2187,0.401,0.9284,0.0818,0.4023,0.2651,0.5512,2.2288,0.3342,0.4574,0.4574,0.4574,0.7202,0.1547,0.2759,0.7763,0.5974,2.5245,0.5092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34011,"Cumberland County, New Jersey",0.7069,0.8861,0.9955,0.8778,0.5767,4.043,0.9488,0.177,0.7562,0.4185,0.9195,0.9621,3.2333,0.9185,0.8956,0.8956,0.8956,0.8221,0.2578,0.7877,0.9185,0.9106,3.6967,0.9768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34013,"Essex County, New Jersey",0.5064,0.8861,0.9959,0.6286,0.7027,3.7197,0.8775,0.1031,0.7282,0.1404,0.9344,0.9631,2.8692,0.7584,0.964,0.964,0.964,0.9857,0.0019,0.9185,0.9927,0.6283,3.5271,0.9491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34015,"Gloucester County, New Jersey",0.036,0.5792,0.7473,0.1299,0.0869,1.5793,0.2059,0.2285,0.4714,0.1945,0.5124,0.6104,2.0172,0.2139,0.5786,0.5786,0.5786,0.7985,0.084,0.1407,0.4102,0.3517,1.7851,0.1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34017,"Hudson County, New Jersey",0.4491,0.5971,0.9831,0.6782,0.7658,3.4733,0.8151,0.0455,0.2817,0.0318,0.6862,0.9885,2.0337,0.2225,0.9682,0.9682,0.9682,0.9975,0.0019,0.9733,0.9955,0.2686,3.2368,0.8714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34019,"Hunterdon County, New Jersey",0.0029,0.2861,0.3313,0.0315,0.0124,0.6642,0.036,0.4729,0.1881,0.028,0.113,0.6601,1.4621,0.0376,0.4605,0.4605,0.4605,0.6852,0.0185,0.0875,0.1257,0.7116,1.6285,0.1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34021,"Mercer County, New Jersey",0.1891,0.7015,0.8912,0.4408,0.3752,2.5978,0.5302,0.1827,0.3791,0.0748,0.7276,0.9424,2.3066,0.3854,0.8829,0.8829,0.8829,0.9631,0.014,0.6241,0.9437,0.8017,3.3466,0.9071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34023,"Middlesex County, New Jersey",0.077,0.6617,0.8736,0.4131,0.3482,2.3736,0.4561,0.1722,0.4577,0.0532,0.3905,0.9491,2.0227,0.2151,0.916,0.916,0.916,0.9593,0.0242,0.8969,0.8148,0.7116,3.4068,0.9211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34025,"Monmouth County, New Jersey",0.0293,0.5385,0.7693,0.1152,0.1926,1.6449,0.226,0.373,0.3673,0.0818,0.1871,0.8148,1.824,0.1273,0.6216,0.6216,0.6216,0.9217,0.0356,0.36,0.6859,0.1569,2.1601,0.3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34027,"Morris County, New Jersey",0.0073,0.4955,0.4583,0.0754,0.1114,1.1479,0.1133,0.3218,0.3574,0.0255,0.2285,0.8832,1.8164,0.1225,0.6763,0.6763,0.6763,0.943,0.0048,0.3183,0.3934,0.478,2.1375,0.3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34029,"Ocean County, New Jersey",0.163,0.5792,0.9446,0.2174,0.1496,2.0538,0.3412,0.802,0.7661,0.2447,0.155,0.6814,2.6492,0.6295,0.4736,0.4736,0.4736,0.7202,0.0885,0.5958,0.6085,0.1913,2.2043,0.3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34031,"Passaic County, New Jersey",0.4968,0.7419,0.9898,0.7342,0.7734,3.7361,0.8819,0.1477,0.7282,0.0255,0.8676,0.9905,2.7595,0.6922,0.9214,0.9214,0.9214,0.943,0.0048,0.9634,0.985,0.4198,3.316,0.8956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34033,"Salem County, New Jersey",0.4192,0.8253,0.9761,0.4408,0.1633,2.8247,0.6034,0.4729,0.4077,0.4523,0.7813,0.7139,2.8281,0.7352,0.6384,0.6384,0.6384,0.8313,0.1684,0.1996,0.8953,0.6139,2.7085,0.6108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34035,"Somerset County, New Jersey",0.0086,0.3912,0.5586,0.0837,0.2031,1.2452,0.1334,0.219,0.4714,0.0134,0.2116,0.8832,1.7986,0.1162,0.8421,0.8421,0.8421,0.9144,0.0048,0.4363,0.3055,0.2686,1.9296,0.2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34037,"Sussex County, New Jersey",0.014,0.5792,0.6525,0.0369,0.0589,1.3415,0.1553,0.3447,0.2164,0.1038,0.155,0.5512,1.3711,0.0274,0.4478,0.4478,0.4478,0.6722,0.0691,0.0875,0.1362,0.3157,1.2807,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34039,"Union County, New Jersey",0.1493,0.6617,0.9551,0.6092,0.6948,3.0701,0.6894,0.1426,0.6875,0.0385,0.7813,0.9838,2.6337,0.6187,0.9284,0.9284,0.9284,0.9443,0.0048,0.9087,0.9386,0.2686,3.065,0.7985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,34041,"Warren County, New Jersey",0.0481,0.6617,0.7473,0.1919,0.2381,1.8871,0.2973,0.4204,0.2164,0.2011,0.2116,0.7759,1.8254,0.1283,0.5382,0.5382,0.5382,0.8065,0.0487,0.1996,0.6085,0.478,2.1413,0.3052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35001,"Bernalillo County, New Mexico",0.6222,0.6279,0.9418,0.4052,0.4494,3.0465,0.6805,0.2549,0.4577,0.4023,0.754,0.8654,2.7343,0.6814,0.937,0.937,0.937,0.9246,0.2731,0.7021,0.6948,0.2686,2.8632,0.6938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35003,"Catron County, New Mexico",0.9812,0.5792,0.1133,0.1919,0.4653,2.3309,0.4411,0.9994,0.0146,0.9975,0.2285,0.5512,2.7912,0.7126,0.5083,0.5083,0.5083,0,0.951,0.0306,0.3055,0.7116,1.9987,0.2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35005,"Chaves County, New Mexico",0.8781,0.5586,0.6302,0.9045,0.6101,3.5815,0.8466,0.219,0.9131,0.6273,0.9036,0.9271,3.5901,0.978,0.9354,0.9354,0.9354,0.6658,0.6505,0.7021,0.4102,0.7285,3.1571,0.8374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35006,"Cibola County, New Mexico",0.9278,0.9777,0.106,0.8425,0.6948,3.5488,0.8358,0.2931,0.6766,0.9045,0.8479,0.8533,3.5754,0.9761,0.9828,0.9828,0.9828,0.4106,0.8959,0.9714,0.6556,0.8323,3.7658,0.9835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35007,"Colfax County, New Mexico",0.9109,0.4561,0.8259,0.5856,0.3822,3.1607,0.7199,0.9465,0.1073,0.957,0.802,0.4297,3.2425,0.9223,0.8902,0.8902,0.8902,0.6941,0.7486,0.6241,0.8148,0.7928,3.6744,0.9733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35009,"Curry County, New Mexico",0.8291,0.88,0.8975,0.8654,0.5964,4.0684,0.9523,0.057,0.9131,0.6273,0.9077,0.9169,3.422,0.9609,0.8892,0.8892,0.8892,0.5738,0.4481,0.831,0.1856,0.5245,2.563,0.5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35011,"De Baca County, New Mexico",0.6948,0.9519,0.6429,0.8281,0.2276,3.3453,0.7782,0.1426,1,0.6273,0.0582,0.2416,2.0697,0.2447,0.9621,0.9621,0.9621,0,0.8447,0.0875,0.9437,0.1913,2.0672,0.2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35013,"Doña Ana County, New Mexico",0.937,0.8682,0.9195,0.8759,0.6633,4.2639,0.9723,0.2113,0.8125,0.4087,0.832,0.9729,3.2374,0.9201,0.9717,0.9717,0.9717,0.7524,0.824,0.8842,0.5942,0.6139,3.6687,0.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35015,"Eddy County, New Mexico",0.5452,0.3765,0.0987,0.7705,0.5964,2.3873,0.4589,0.1384,0.9131,0.4351,0.8116,0.8787,3.1769,0.9026,0.8956,0.8956,0.8956,0.5264,0.7059,0.8014,0.3571,0.1913,2.5821,0.5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35017,"Grant County, New Mexico",0.9265,0.8861,0.7183,0.5917,0.0869,3.2095,0.7339,0.9379,0.2164,0.8517,0.325,0.6601,2.9911,0.823,0.8937,0.8937,0.8937,0.7467,0.8997,0.7397,0.5223,0.6805,3.5889,0.9589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35019,"Guadalupe County, New Mexico",0.5751,0.7909,0.3313,0.8094,0.5156,3.0223,0.6735,0.6728,0.0818,0.7982,0.1015,0.8533,2.5076,0.5337,0.9831,0.9831,0.9831,0.3262,0.936,0.0388,0.5223,0.9806,2.8039,0.6623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35021,"Harding County, New Mexico",0.9166,0.1849,0.0904,0.6951,0.5859,2.4729,0.4857,0.965,0.0108,0.7237,0.0395,0.7276,2.4666,0.5057,0.8752,0.8752,0.8752,0,0.817,0.8208,0.9233,0,2.5611,0.5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35023,"Hidalgo County, New Mexico",0.9166,0.8383,0.5882,0.8141,0.1114,3.2686,0.7533,0.7603,0.4806,0.7982,0.4714,0.9001,3.4106,0.9596,0.937,0.937,0.937,0.6658,0.9863,0.7877,0.5223,0.6283,3.5904,0.9596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
